id,conversation_id,user_id,username,name,tweet,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,user_rt_id,user_rt,retweet_id,reply_to,list_replies
1338478041836621824,1338462339717206016,2393937331,redv157,RedV,"@infojakarta Cuma mau bilang Terima kasih kepada semua ilmuan di dunia Hebat banget bikin vaksin dalam waktu singkat gini :"")",1,0,11,[],[],https://twitter.com/RedV157/status/1338478041836621824,False,,,,,"[{'screen_name': 'infojakarta', 'name': '@InfoJakarta', 'id': '106038219'}]","['@infojakarta', '@RedV157', '@RedV157']"
1305050128630202368,1304866742745751552,827181196853420033,1nstantkarm4,Danova M S,"@cahturing @vil_ooo Wah saya jadi kepikiran omongan mas ttg ""kontak erat"". Kalo rujukan dr dokter sblmnya saya blm tau soal itu, tapi kalau diwajibkan tes karna ""kontak"" mungkin bisa jadi. Dan kalo ada gejala covid sblmnya, sy rasa si engga mas.. lumayan deket soalnya saya dgn ortu",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305050128630202368,False,,,,,"[{'screen_name': 'cahturing', 'name': 'Roda Dua', 'id': '119063808'}, {'screen_name': 'vil_ooo', 'name': 'vil_ooo', 'id': '1296636261126426624'}]","['@1nstantkarm4', '@vil_ooo', '@1nstantkarm4', '@cahturing', '@cahturing', '@1nstantkarm4', '@cahturing', '@1nstantkarm4', '@cahturing', '@1nstantkarm4', '@cahturing', '@cahturing', '@1nstantkarm4']"
1305035769015275520,1304771513501925376,827181196853420033,1nstantkarm4,Danova M S,"@bambangsknt @annaufal31 @M_Asmara1701 @aniesbaswedan Bapak saya hipertensi mas, ke dokter lah medchek biasa, lah skalian disuruh tes covid rapid, hasilnya non reaktif, tapi dibilang positif dan disuruh isolasi mandiri spt skrg.. itu 1 contoh, sy pribadi si yakin bkn hanya ortu saya yg hasilnya keliru spt itu..",2,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305035769015275520,False,,,,,"[{'screen_name': 'bambangsknt', 'name': 'mas bams', 'id': '363148931'}, {'screen_name': 'annaufal31', 'name': 'Ichikiwir', 'id': '2994178177'}, {'screen_name': 'M_Asmara1701', 'name': 'Maudy Asmara', 'id': '1194997322825887744'}, {'screen_name': 'aniesbaswedan', 'name': 'Anies Baswedan', 'id': '110312278'}]","['@annaufal31', '@bambangsknt', '@1nstantkarm4', '@bambangsknt', '@1nstantkarm4']"
1305035283155488770,1304866742745751552,827181196853420033,1nstantkarm4,Danova M S,@Ega52892038 ADA. Covid ada dan real! Hanya data penambahan kasus puluhan ribu itu yg menurut sy tidak real. Karna authority terlalu cepat menyimpulkan,1,0,1,[],[],https://twitter.com/1nstantkarm4/status/1305035283155488770,False,,,,,[],"['@1nstantkarm4', '@1nstantkarm4']"
1305033498802057218,1304771513501925376,827181196853420033,1nstantkarm4,Danova M S,"@bambangsknt @annaufal31 @M_Asmara1701 @aniesbaswedan Loh sy tidak membenci pak anis, bahkan sy pro dengan beliau.. hanya saja utk keputusan psbb ini beliau perlu mengecek ke valid an data² kasus covid tsb, sehingga perlu atau tidaknya psbb susulan bisa jd pertimbangan tersendiri.",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305033498802057218,False,,,,,"[{'screen_name': 'bambangsknt', 'name': 'mas bams', 'id': '363148931'}, {'screen_name': 'annaufal31', 'name': 'Ichikiwir', 'id': '2994178177'}, {'screen_name': 'M_Asmara1701', 'name': 'Maudy Asmara', 'id': '1194997322825887744'}, {'screen_name': 'aniesbaswedan', 'name': 'Anies Baswedan', 'id': '110312278'}]","['@annaufal31', '@bambangsknt', '@1nstantkarm4', '@bambangsknt', '@1nstantkarm4']"
1305021333022023680,1304866742745751552,827181196853420033,1nstantkarm4,Danova M S,"@cahturing @vil_ooo Betul isolasi mandiri spt skrg ortu saya. Betul kok, hanya perbedaan nya ortu saya Tidak pernah ada gejala apapun yg mengarah covid. Bagaimana dong solusi nya sudah terlanjur ditetapkan suspek?",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305021333022023680,False,,,,,"[{'screen_name': 'cahturing', 'name': 'Roda Dua', 'id': '119063808'}, {'screen_name': 'vil_ooo', 'name': 'vil_ooo', 'id': '1296636261126426624'}]","['@1nstantkarm4', '@vil_ooo', '@1nstantkarm4', '@cahturing', '@cahturing', '@1nstantkarm4']"
1305020913012727808,1304866742745751552,827181196853420033,1nstantkarm4,Danova M S,"@cahturing @vil_ooo Betul sekali mas, suspek belum tentu positif tapi ""MEMILIKI GEJALA"". bagaimana dgn yg tdk memiliki gejala  me garah covid sm skali?",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305020913012727808,False,,,,,"[{'screen_name': 'cahturing', 'name': 'Roda Dua', 'id': '119063808'}, {'screen_name': 'vil_ooo', 'name': 'vil_ooo', 'id': '1296636261126426624'}]","['@1nstantkarm4', '@vil_ooo', '@1nstantkarm4', '@cahturing', '@1nstantkarm4', '@cahturing', '@1nstantkarm4']"
1305002386172252160,1305002386172252160,827181196853420033,1nstantkarm4,Danova M S,"Ketika positif reaktif covid ga ada masalah dong, tapi kalo tidak bagaimana?",0,0,0,[],[],https://twitter.com/1nstantkarm4/status/1305002386172252160,False,https://twitter.com/MasIin28/status/1304996265982193664,,,,[],"['@1nstantkarm4', '@MasIin28']"
1304943173454557185,1304942507336151040,827181196853420033,1nstantkarm4,Danova M S,"@M_Asmara1701 Bantahan? Loh memang rata² di media ditulis masi diselidiki.. bahkan kisaran dana nya yg up to 90jt masih blm jelas, yg jelas range nya antara itu.. saya si ga mempermasalahkan uangnya ya, tapi data jgn dirubah² lah, kalo emmang org negatif covid ya sudah, jgn dirubah",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1304943173454557185,False,,,,,"[{'screen_name': 'M_Asmara1701', 'name': 'Maudy Asmara', 'id': '1194997322825887744'}]","['@1nstantkarm4', '@Umifarid71', '@KemenkesRI']"
1304937993224908800,1304937603523780608,827181196853420033,1nstantkarm4,Danova M S,"@M_Asmara1701 Silahkan googling dana covid.. salah satu link nya  https://t.co/nQ33tKMp6I › read › ma... Main Mata Dana Corona, Banggar DPR Ungkap Rumah Sakit Akali ...",1,0,0,[],[],https://twitter.com/1nstantkarm4/status/1304937993224908800,False,,,,,"[{'screen_name': 'M_Asmara1701', 'name': 'Maudy Asmara', 'id': '1194997322825887744'}]","['@1nstantkarm4', '@MasHary71', '@1nstantkarm4']"
