tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,link,list_likes,list_retweets,list_replies
"Di saat pandemi begini, lomba 17-an apa yang kira-kira aman? #75thnIndonesia",[],36,0,20,['75thnindonesia'],[],https://twitter.com/infojakarta/status/1291569033439875072,"['@Yuna53872442', '@mufid_panji', '@Susilarisha', '@AbdulHa15402080', '@RaffiIkha', '@UbaidAbdullah17', '@6sahja', '@fzn20867385', '@WitaBahri', '@Adesule3', '@nhananadfiss', '@lontesaurus', '@oeneng_ting', '@felza_syareza', '@ryanandhkaa', '@agustiqauzar13', '@IkbalGumelar', '', '', '', '', '', '', '', '', '@sbyfess', '@txtdrberseragam', '@worksfess', '', '', '', '']",[],"['@alexkuple', '@seokaim', '@aviseuu', '@VerVeroniica', '@Ham_happ', '@rosagani1', '@agustiqauzar13', '@SittaSodiq', '@sugarcI0uds', '@CaptTsubasa10', '@andrijamil', '@riev13', '@winson_stu', '@muhamadfay', '@GitarSandi', '@yosevaelsa', '@xfanotx', '@oktrivdany', '@me_damedame', '@pejabatkakilima', '@rahmaiese_', '@Arie_16', '@rirong_riri', '@HerlambaRandy', '@nemafaa', '@han_tuuuu', '@1nstantkarm4', '@OPutraaa', '@whoods_am', '@rwargi1']"
38.822 narapidana dibebaskan karena pandemi Covid-19.  Pendapat Jakartans?  https://t.co/h626jt0hMQ,[],57,6,21,[],[],https://twitter.com/infojakarta/status/1252623301295263744,"['@humorgadget', '@Trilusiana7', '@UbaidAbdullah17', '@rmuhamadguntur1', '@xaquilaaaa', '@rafibecek_', '@Tatsuya_08_09', '@nalobong20', '@idaafarh', '@AndiYuwanto', '@jamupathok', '@RonaldSiagian9', '@The_Darth_Maul_', '@mal_malla02', '@kmjodohku', '', '', '', '', '', '', '', '', '@karirfess', '@TirtoID', '', '', '', '', '']","['@cuamomile', '@rmuhamadguntur1', '@tyaa61', '@polos_kucing', '', '', '', '', '', '@sbyfess', '@txtdarisisange', '@karirfess', '@sbyfess', '@sbyfess', '', '', '', '', '', '', '']","['@infojakarta', '@adhmwn', '@Cmeilanny', '@cukuprudiaja', '@roicoayam', '@staffacara', '@RamaYusufFigo4', '@SsSendri', '@Herryz41368194', '@nazilyfurqon', '@iqbaldafff', '@aangjuanda5', '@aldairmuda', '@fvckureboyz', '@anakorang_aring', '@13x______', '@716_vian', '@apergian', '@sungsangholic', '@ameylinamey_', '@zanuardh', '@agusdly85', '@RifkyVettel', '@mame28134606', '@dhanuscoot', '@rani_asriyani', '@Ditya_mamo88', '@AlfonsoSianipar', '@anggunadiFN', '@MulyadiGilangG4', '@icariz']"
"Sebanyak 139.288 pekerja di PHK dan dirumahkan akibat pandemi  Covid-19.   Para pekerja itu berasal dari 15.472 perusahaan. Rinciannya, 25.956 pekerja dari 2.881 perusahaan terkena PHK dan 113.332 pekerja  dari 12.591 perusahaan dirumahkan sementara.  https://t.co/SWPRmCZMIn",[],6,36,39,[],[],https://twitter.com/infojakarta/status/1246701366753374210,"['@Zinzo76368241', '@Lidia95192767', '@intanabill', '@NandaTeguh14', '@topleskongguan', '@haryatiwid', '@lasihnovita', '@yunhariadi', '@agussword4', '@muhnurtegar', '@aslamisme_', '@Joker47As', '@adipnl14', '@Samsulhadi_N', '@Krmnsh16', '@VLong59582105', '@ribon12345678', '@kristoparinters', '@SerraRara1', '@Reethasurie', '@ahmad_tamam10', '@Ismarwati18', '@ssamuderass', '@hayypee_', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@a12un', '@Andez_Olon', '@adiiethh', '@irfanchein', '@zahrinaa', '@cieeeekepooo', '@kyznap', '@Apriijal', '@sptyrn95', '@sparklingmuts', '@ndy_7780', '@aslamisme_', '@liranti', '@infojakarta', '@chikaregitap', '@bageatha_tha', '@boenkkc', '@agathandini', '@VLong59582105', '@milapeewie', '@larastianisa', '@liatasliya', '@donimaulana1307', '', '', '', '', '', '', '', '', '', '', '@naaatumi723', '6種類のお得なトライアルセット', '@kompascom', '', '', '', '']","['@infojakarta', '@dyas_akbar', '@jatsuma13', '@BagasBayu', '@ribon12345678', '@Paulabolobolo', '@Helmi_arsya']"
Bagaimana dampak pandemi corona ke usaha atau tempat kerja kamu? Share yuk. #CoronaIndonesia,[],10,0,8,['coronaindonesia'],[],https://twitter.com/infojakarta/status/1240298237673623552,"['@Yanto22180914', '@deaaja09265787', '@sri_yanyan', '@anisa74580801i', '@UbaidAbdullah17', '@AmirullohIman', '@Maimunasvia', '@mohrezaali', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']",[],"['@infojakarta', '@naninanura', '@youngkindaeyo', '@radiansyahadjh', '@rantaianjing', '@kanzay', '@dianatahart', '@anakbawangputi', '@Jelekzafran', '@Yosedepok', '@u07n04a98']"
Wagub DKI Jakarta Ahmad Riza Patria menyatakan tak menutup kemungkinan pihaknya akan kembali menarik rem darurat atau emergency break jika kasus corona terus meningkat. Perkembangan akan dilihat sampai 3 Januari 2021.   https://t.co/XUc4KYP4QR,[],12,6,19,[],[],https://twitter.com/infojakarta/status/1343194524403650560,"['@SofiaHagiya', '@IntanMo41542170', '@faqihmubarok', '@al_afif95', '@nerylaila', '@kentjang74', '@r_ibram', '@Kost_Sumaira', '@AnisNisyatul', '@AllRyanka', '@barleymintz', '@erikadfaa', '@DaniMaliq', '@lubis_munawir', '@Kokosendy4', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@ade_rosyida', '@chyntiamaharani', '@3AstanTo', '@DaniMaliq', '', '', '', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@meuthiaariefia1', '@ramadhyanto', '@ratnarst', '@KangBaim12', '@fanguin']"
- Antivirus Covifor (remdesivir) untuk pasien COVID-19 akan diedarkan di Indonesia oleh PT Kalbe Farma Tbk. - Covifor dijual di Indonesia seharga Rp 3 juta. Berfungsi untuk menghambat replikasi virus Corona di dalam tubuh manusia.   https://t.co/StbPiObpZn,[],19,14,19,[],[],https://twitter.com/infojakarta/status/1311665776277942273,"['@SugiantoJahja', '@ikhacute21', '@ainunrizza', '@DHandarbeni', '@Arnespw', '@neyyf4', '@saputra_arry', '@kangmus_9', '@Chodinggirlrin', '@Tatsuya_08_09', '@iik_najib', '@NusaDirga', '@reyreyreyi', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@nnandarii', '@ikhacute21', '@ok1sianipar', '@DHandarbeni', '@jempolkajepit', '@sharonsireeta', '@lahhrijal', '@adiantanu', '@NorHafizhah', '@icanARM', '', '', '', '', '', '', '', '', '', '', '@kompascom', '', '', '', '', '', '', '']","['@infojakarta', '@megane_brai', '@Riyo109', '@Septiaraenii', '@RachmaSakinah', '@iqbalfarisy', '@eru_joo_han', '@e_gabagus', '@PETERBOLOHO', '@pais_hileud', '@InsurgentArmy33', '@jenengkuroi', '@rakaadtya21', '@naana1704', '@Syaiful12258759']"
"Masih banyak warga +62 yang lebih percaya kalau hantu itu ada, daripada virus corona ada.",[],12,61,91,[],[],https://twitter.com/infojakarta/status/1308062959470477312,"['@HelvinaMayang', '@miydsk', '@Jemmykurniawan7', '@wandiliu4', '@krimcheesekeju', '@MiskiRaudhatull', '@su67769299', '@ikaaaaa_aa88', '@Indah83015452', '@Kunyuk86510181', '@khiaxxxx', '@rickokrnwn', '@neyyf4', '@_dzakwanfauzan', '@friendnivoraa', '@angger0926', '@username_error', '@sajidaratuw', '@Rifai80099970', '@edwardfauzann25', '@harryraya2', '@Ciikkzz', '@sandiitem', '@yunitafrisilla', '@purrfectkid', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@FRRESWARI', '@DaliaDamania', '@_Jiaaa12', '@randyadi31', '@pnddwntr', '@akaibipamare', '@RetnoFitrianii', '@damiandytto', '@Anthonysays_', '@LPSRB_', '@Desperatama', '@faujanisn', '@Khariestama', '@hazdjoeki', '@titiuuw', '@madyanti_putri', '@chiqui_a', '@Abdulaj12664283', '@HannaKartika', '@FSchwarzeneger', '@HrtThtaIntnPrmt', '@panggilkepuluu', '@itztoofunny', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@worksfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@nanyadoank123', '@petabencana', '@nuniekrr', '@eskopidrip', '@sans__boy', '@KJantan2', '@Rifai80099970', '@david_X89', '@KlopPep', '@Tatsuya_08_09']"
CFD.  Corona free day. #newnormal  @aniesbaswedan,"[{'screen_name': 'aniesbaswedan', 'name': 'anies baswedan', 'id': '110312278'}]",9,18,20,['newnormal'],[],https://twitter.com/infojakarta/status/1274762548831641600,"['@cariaesendiri', '@akew42182960', '@ichsanrin', '@virzahafni93', '@miskumisku', '@Isnaini081199', '@bejoarief6', '@mynicknamesha', '@frhnabl_', '@MHeripamanshiva', '@zanmottamanih', '@KaumTidor', '@basicallybabble', '@UbaidAbdullah17', '@isallollee', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess']","['@yuura4', '@tartaskm', '@aruvisan', '@krishnayana95', '@zanmottamanih', '@awayawa_', '@rayenisme', '@darwinthefishhh', '@Yailahmo', '@thealteroftar', '@bastionn', '@Aryuching12', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@worksfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@kiwcor3', '@PHANIEakaPAAK', '@zanmottamanih', '@soens18', '@malikinnas', '@ndetitik', '@crisetia']"
"Tips belanja aman dari Corona, tanpa bikin masyarakat resah dan netizen marah.  https://t.co/TMqxJa2aBx",[],16,72,139,[],[],https://twitter.com/infojakarta/status/1244679586861871104,"['@suciilliinn', '@AmaliaRahman8', '@Selfrem28290344', '@andryabsb', '@hedithp', '@lvnvania', '@MarianiSekedang', '@cloudinfo3', '@duchessofr', '@nirvabula', '@iprefermarigold', '@VLong59582105', '@wilyun_hamim10', '@hhrdnt', '@ardliann', '@sugisugali', '@teh_manis', '@Red_Zyone', '@thaethaaa', '@anaksusu', '@donyafrizal', '@sape_ajee', '@ndesta', '@zlfkri17', '@spiontanduk', '@sbyfess', '@sbyfess', '@kompascom', '', '', '', '']","['@ayutyassayekti', '@gindacom', '@deetaaaaa', '@cloudinfo3', '@VLong59582105', '@kikikuik', '@ririohs', '@megasekarr', '@aunisaz', '@MarisaAflah', '@Daffaprytn', '@teh_manis', '@yopuciw', '@miraarrp', '@n_afnisr6', '@fitriastika', '@monlntr', '@sfynilyas', '@iamokaywiththiz', '@Gerrydaniel', '@tiyaaw', '@pekerjasenin', '@ayudhea_', '@wulandryan', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@worksfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@balqistEI24', '@escobaryn', '@SasaEdrian', '@crispyme91', '@Lily14102', '@PHANIEakaPAAK', '@heysimeee10', '@Ditya_mamo88', '@amruran', '@wulan_sr5', '@ghnrznnn', '@Daffaprytn']"
Di Jakarta yang rs dan dokter berlimpah saja kewalahan ngurus Corona. Bagaimana kalau wabahnya sampai di kampung kamu. #JanganMudikDulu,[],2,3,15,['janganmudikdulu'],[],https://twitter.com/infojakarta/status/1244659986157846530,"['@keudeukupi', '@reptilerrr', '@Susanti94635927', '@l3na_l3na', '@ImHanakbangsa', '@feierey', '@The_Darth_Maul_', '@Juniorternama', '@RhaenysTargryn', '@Ggone_tak', '@imwandering__', '@beth_albichar', '@lady1426', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@titiktitikblank', '@DontcryindoKid', '@ayeshasilfaraa', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@worksfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
"Virus Corona ini berbahaya khususnya untuk orang tua kita yang ada di kampung halaman. Kalau tertular, bagaimana? Mau berobat kemana? #JanganMudikDulu",[],2,3,13,['janganmudikdulu'],[],https://twitter.com/infojakarta/status/1244659418869850114,"['@taufiikhd_', '@Putra90907091', '@renee_sheva', '@The_Darth_Maul_', '@mAzPurrr', '@Juniorternama', '@RhaenysTargryn', '@Ggone_tak', '@lady1426', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@titiktitikblank', '@Rahmarestunings', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@worksfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@sehatdinati']"
"Fasilitas test corona terbaru dari Korea selatan. Ruang kecil, mudah disterilkan, cukup 7 menit tiap test. Dalam satu hari bisa 70-80 test.  Ayo, bikin versi indonesia.  #CoronavirusPandemic  https://t.co/O8uULw55pW",[],1,78,126,['coronaviruspandemic'],[],https://twitter.com/infojakarta/status/1241788956326252545,"['@Bagasadiluhung_', '@Izzatjauharii', '@utaria911', '@virgoromeo46', '@LanniKooks', '@stephanie_milan', '@RistyaAnanda', '@HerlinaHotmauly', '@moooootia', '@kmjnn04', '@DahLia00599520', '@Hamdiees', '@namakuuri', '@KeyRa_Chan', '@pairoffish', '@ucioktiya01', '@UpnDown__', '@lemet_riyadi', '@Naufalseptian15', '@gembiraputra', '@Pr1nC3j03', '@ceuecans_', '@mkamalazizi', '@vintenas', '@khairuumah21', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@Rafaaaaaan', '@moooootia', '@muhr1dwan', '@DahLia00599520', '@Hamdiees', '@KeyRa_Chan', '@ZakariaPriyadi', '@zahidashl', '@gindacom', '@pandisamual', '@desidesmoo', '@leemarkten', '@_aydontcare', '@LitoWirdo', '@esy_joris', '@vickykoto', '@fifiantyza', '@VLong59582105', '@NASRULZ1', '@tris_romadona', '@Lionk_4s4c', '@GNotopriyanto', '@Gagasdwiputra', '@adamftrr', '', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@The_Darth_Maul_']"
"Ayo, saling bantu, gerak bersama tanggulangi corona.  https://t.co/9pH5GCpx5P",[],4,47,52,[],[],https://twitter.com/infojakarta/status/1241159532178329600,"['@bpmspanas', '@IkhsanAminulah', '@lilisuma5', '@hamzah1503', '@Hotwhells3', '@brondhys', '@Zhaldel1', '@riyankopite', '@Nvlr0', '@satyaharya', '@eshaurust', '@Prabowobyan', '@dn__hm', '@kikiiiarr', '@rama90s', '@b926672d66e0443', '@VLong59582105', '@rriizzkkiizz', '@letgonebebygone', '@goicad', '@FirmanJulianto', '@santohalim', '@SMahriza', '@BagasBayu', '@pppppsapani', '@saltbaebi', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@ropoo_', '@hamzah1503', '@ProletarisaL', '@littdrea', '@LyaVartan', '@Yan_tje', '@b926672d66e0443', '@elhajiii', '@VLong59582105', '@yul_nau', '@gheanio', '@DoyanNgetik', '@goicad', '@sarkaswati', '@tukangsambat000', '@KeykanaNeechan', '@santohalim', '@BagasBayu', '@fnvl_804_', '@ohkikii', '@hayyasevti', '@mfadhilakbarr', '@1rfani', '@GieGiyanta', '', '', '', '', '', '', '@karirfess', '@sbyfess', '@sbyfess', '@sbyfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@NurHasa52632749', '@willjonz', '@ursadboys']"
Bagaimana dampak pandemi corona ke usaha atau tempat kerja kamu? Share yuk. #CoronaIndonesia,[],10,0,8,['coronaindonesia'],[],https://twitter.com/infojakarta/status/1240298237673623552,"['@Yanto22180914', '@deaaja09265787', '@sri_yanyan', '@anisa74580801i', '@UbaidAbdullah17', '@AmirullohIman', '@Maimunasvia', '@mohrezaali', '', '', '', '', '', '', '', '', '@NBA', '@worksfess', '@sbyfess', '@sbyfess', '', '', '', '']",[],"['@infojakarta', '@naninanura', '@youngkindaeyo', '@radiansyahadjh', '@rantaianjing', '@kanzay', '@dianatahart', '@anakbawangputi', '@Jelekzafran', '@Yosedepok', '@u07n04a98']"
Virus Corona tidak akan pilih pendukung siapa yang akan dia serang.,[],6,36,36,[],[],https://twitter.com/infojakarta/status/1239748592467759104,"['@herysg012', '@rmipangloli', '@aku_kristian', '@deaaja09265787', '@rayhanprdn', '@muchay_only', '@putriucil', '@_babehnino', '@aryoajinugroho', '@haryopramono23', '@AfaabHamdi', '@lulahbay', '@astungkoronggo', '@fahrizakmal', '@katonmahaoke', '@lessmighty', '@Asjtn', '@rabkalinad', '@Muhamma71681215', '@DevanBelakang_', '@dita_we', '@radit_yo', '@HendriWijaya_', '@Neng_Ria1898', '', '', '', '', '', '', '', '', '', '@NBA', '@NBA', '', '', '', '', '', '']","['@nRobi_', '@kitnaceda', '@olindiana', '@aryoajinugroho', '@Hilmyardhi', '@Aryokrst_', '@andikashptra', '@agilmugi', '@arifrahmanms', '@wisnuagus', '@oktaviuswilliam', '@jerkrose_', '@andika_p', '@IniMagelangKu', '@Bencok_Emak', '@vishnuMuharam', '@sofiaismaniar', '@abrafli_', '@panggilkepuluu', '@elano55', '@HendriWijaya_', '@Ajiunk', '@beliaastoria', '', '', '', '', '', '@karirfess', '@kompascom', '@karirfess', '@sbyfess', '', '', '', '', '', '', '']","['@infojakarta', '@yudh1t', '@rabkalinad', '@Bencok_Emak', '@BimaFatkhurrif1']"
Seputar corona.  Yuk dibaca thread nya.,[],0,15,24,[],[],https://twitter.com/infojakarta/status/1233467441151381504,"['@deaaja09265787', '@Zahra1607', '@JoniKurnia4', '@NugrohoSuryo10', '@betokawgvrl', '@suzestful', '@RizaZaini', '@nugrohoWP', '@Novisams', '@PEACHYLOOVA', '@pejalanirit', '@boysimangunsong', '@OkyNisti', '@ibubebe', '@keyaktsr', '@anggereds', '', '', '', '', '', '', '', '', '', '@NBA', '@NBA', '', '', '', '', '']","['@DonyPrasetyo24', '@taufiqrohim7', '@lizayulianii', '@Pasikhatul_fitr', '@ninapradita', '@upoxy', '@slowdancing__', '@pejalanirit', '@DeanJanitra', '@ericungkring', '', '', '', '', '', '@karirfess', '@kompascom', '@karirfess', '@sbyfess', '', '', '', '', '', '', '']","['@infojakarta', '@DORKyungsoo4']"
"Kalau tidak salah baca datanya.  Kemarin 20 maret, dalam satu hari ada penambahan 1.937 kasus covid baru di Jakarta.   Berapa jumlah pemberian vaksin per hari di @DKIJakarta ? Yakin libur lebaran diijinkan mudik?.","[{'screen_name': 'dkijakarta', 'name': 'pemprov dki jakarta', 'id': '166014938'}]",2,4,5,[],[],https://twitter.com/infojakarta/status/1373529155304706054,"['@FitriRamadhian2', '@chiko_jubilee', '@FebriYa84603488', '', '', '', '', '', '', '', '', '', '@NBA', '@NBA', '', '', '', '']","['@akoemala', '@nutanews184', '@liranti', '', '', '', '', '', '@karirfess', '@kompascom', '@karirfess', '@sbyfess', '', '', '', '', '', '', '']","['@infojakarta', '@DKIJakarta', '@chiko_jubilee']"
"Vaksin lansia di @UnikaAtmaJaya  Terbuka untuk umum, tidak dipungut biaya.  https://t.co/jazKrbTvkE","[{'screen_name': 'unikaatmajaya', 'name': 'unika atma jaya', 'id': '208480486'}]",0,12,13,[],[],https://twitter.com/infojakarta/status/1372218371442319360,"['@Nursanti87', '@sermawati', '@lalilulouie', '@chiko_jubilee', '@fmsyaah', '@audityaaaaa', '@Kumsky', '@suzestful', '@non_Dindun', '@gamakicay', '@iDwfxx232', '', '', '', '', '', '', '', '', '', '@NBA', '@NBA', '', '', '', '']","['@Desta412', '@Hamdiees', '@wenntyputri', '@chiko_jubilee', '@maharetweet', '@nutanews184', '@vonnysu', '@Chocomilksugar', '@non_Dindun', '', '', '', '', '', '@karirfess', '@kompascom', '@karirfess', '@sbyfess', '', '', '', '', '', '', '']",['@infojakarta']
Lansia dengan ktp daerah manapun bisa mendapatkan vaksin di istora senayan. Daftar online atau langsung datang.    https://t.co/hAYz3XZXBy,[],0,5,8,[],[],https://twitter.com/infojakarta/status/1372150088248664068,"['@MarwanAdam12', '@dhatamapertiwi', '@RiaWasta', '@Nenglin7', '@chiko_jubilee', '@WongMbambung8', '', '', '', '', '', '', '', '', '@sbyfess', '@NBA', '@NBA', '', '', '', '']","['@Hamdiees', '@gilangandriani', '@chiko_jubilee', '', '', '', '', '', '@karirfess', '@kompascom', '@karirfess', '@sbyfess', '', '', '', '', '', '', '']",['@infojakarta']
"Pelaku industri pariwisata di Jakarta, apakah sudah ada yang menerima vaksin?",[],0,0,3,[],[],https://twitter.com/infojakarta/status/1371706352549040133,"['@ValentinoMaiti3', '@sonsofartemis', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@9GAG', '']",[],"['@infojakarta', '@detikcom']"
"Bergerak pararel.  Vaksin jalan, pariwisata bersiap.  Indonesia harus kembali lebih kuat. Semangat, seperti ""yeaaah !"" nya @sandiuno","[{'screen_name': 'sandiuno', 'name': 'sandiaga salahuddin uno', 'id': '132041617'}]",0,1,2,[],[],https://twitter.com/infojakarta/status/1366579485793939456,"['@JupriSetiawan91', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@9GAG', '', '', '', '', '']","['@faqihiqaf', '', '', '', '', '', '@kompascom', '@karirfess', '@kompascom', '', '', '', '', '', '', '', '']","['@infojakarta', '@sandiuno']"
Vaksin Sinovac.. Halal.   https://t.co/RSc3G6lRXr,[],3,6,17,[],[],https://twitter.com/infojakarta/status/1347527216444280834,"['@fandizuma1', '@fdlyamubakhira', '@Sandy20186011', '@inyongcisauk', '@Chandra03866864', '@AliceTahya', '@JoiceYusriani', '@sslatifm', '@dhiba03', '@arinooradnan', '@B54Pei', '@Dun_Vad', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@9GAG', '', '', '', '', '']","['@fitrywhys', '@Jojonanajam', '@suleman_ahmda', '@wulanramdhoni', '', '', '', '', '', '@kompascom', '@karirfess', '@kompascom', '', '', '', '', '', '', '', '']","['@infojakarta', '@PutraWilson']"
"Program vaksin gratis, estimasi anggaran yang harus disiapkan pemerintah sekitar 133 triliun rupiah.   https://t.co/uvfSsbwlDS",[],0,0,1,[],[],https://twitter.com/infojakarta/status/1339812480646713346,"['@oleeenk', '', '', '', '', '', '@sbyfess', '@sbyfess', '@sbyfess', '@9GAG', '', '', '', '', '']",[],['@infojakarta']
Harga vaksin Covid-19.  https://t.co/taKxMdi15q,[],81,324,615,[],[],https://twitter.com/infojakarta/status/1338462339717206017,"['@fahri1672', '@rizkaidayenti', '@felist_su', '@kabensqy', '@amanndada', '@trisnainia', '@weirdsashimi', '@fjrrizki29', '@IndraAdam99', '@ATtamadhan11', '@aruelsederhana', '@Shareffy_MBceLL', '@alshqueensha', '@peachyzan', '@listia_home', '@Dwi_montero46', '@dhantiti', '@codri_c', '@eiyzlananemone', '@BThrifting', '@titoprabowo', '@erikasantibanes', '@adriationo', '@fileilmuhammad', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@Lotus_Pandas', '@cahayasastra', '@bougieslight', '@jeni_prabandari', '@listia_home', '@onaplanet00', '@Maximodeus', '@dhantiti', '@rizaky_syifa', '@nu_kinneas', '@codri_c', '@eiyzlananemone', '@BThrifting', '@liuawaroka', '@yosuapancasp', '@KikiRoza', '@AbahSelalu', '@luvluvi', '@Sintaeml', '@fantasyblund', '@RockyAntono', '@karuniatria', '@lanamalvina', '@asadfrhn', '@ViwMre', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '', '', '']","['@infojakarta', '@riskawindayln', '@1nstantkarm4', '@adhepedrosa', '@ImmanuelOwen', '@danlaksana', '@Malala181321', '@NinoRahadian', '@NinoRahadian', '@misbah_dadan', '@ejp_joker', '@yasmnfs', '@romadalimunthe', '@MuhammadLukman_', '@ketekniall', '@JAmsterdam7', '@NovalSyawal', '@bangopang_', '@abdulmuisme', '@misseca__', '@adityawijaya', '@rakaadtya21', '@cillresdy', '@ajfrm_', '@seokaim', '@chernobyl_9', '@aldinohendrwn', '@Wicaksono_sini', '@panikpanikk', '@Rizky_Gendon']"
"Breaking News.  1,2 Juta Vaksin Covid 19 sudah tiba di Tanah Air.  https://t.co/zYrrsAXAzO",[],9,8,23,[],[],https://twitter.com/infojakarta/status/1335764645575999491,"['@Louis68109379', '@bobacotttt2', '@DarusmanDarsa', '@JokerMaa', '@RamadhonAdi', '@sabirsultan69', '@AlfianMaulanaA9', '@riuz_delau', '@swnpp3', '@benedictus_sk', '@fanylevvv', '@d_iickay', '@adendidi58', '@ariefafro', '@msyafii02905921', '@HIkmatzhh', '@sushijunkiee', '@kevonvn__']","['@NandoMahubessy', '@ardiyantosusilo', '@bellaazhr', '@yodhani', '@AnnaTham7', '@annishanh', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@Rizky_Gendon', '@yusamhr', '@lyfes_hit', '@sikanseu']"
Bye Covid !  Pemerintah memastikan program vaksinasi Covid-19 akan dimulai pada awal November 2020. Indonesia akan mengandalkan vaksin buatan China.   https://t.co/LWWw94Blxb,[],30,33,58,[],[],https://twitter.com/infojakarta/status/1315506327037255686,"['@louiuli', '@BayuHendry4', '@muliadi40439023', '@inyongcisauk', '@sambateverytim', '@DiahSiwa', '@marianekuswari', '@nh_wijaya', '@RiusSimanungka3', '@triomarleyano', '@tambunan10', '@_babehnino', '@andikoarya', '@AprianyLina', '@Rifkimuhammadd', '@itsyounqman', '@yudamuniran', '@AudinaSaleh', '@abilismail', '@Urmineee_1', '@riyankopite', '@starks_real', '@decvtared', '@ditanovsa', '@Daseyt2', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@sbyfess', '@sbyfess', '', '', '', '']","['@hafshahsirin', '@marianekuswari', '@triomarleyano', '@priyankhana', '@meipakz31', '@cacashasya', '@ndalillah24', '@zidanariqzidan', '@changeyournamee', '@reinaldey', '@MMarwanmanurung', '@Alchakim', '@muhamadaziim', '@starks_real', '@gitaindrianaaa', '@tyo78766711', '@YussufiDyas', '@febrina_02', '@ariaraywidodo', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '', '']","['@infojakarta', '@Maxgirl13', '@Agus1892', '@megane_brai', '@WibowoLukito', '@RemajaKolonial', '@Arie_16', '@herry28290', '@MisterClown8', '@cillresdy', '@Arie_16', '@teyeng37', '@babyoil008', '@christofer_bhp', '@rinihaphap', '@okkyjoeamstrong', '@Vinaagy', '@babangbetawie', '@WithOneWithYou', '@febri_aku', '@diiiaaannnP', '@Andreassgs', '@BintCeo', '@prasthialdrii', '@iamcakekhe']"
Apa yang akan Anda lakukan apabila Vaksin Covid belum mendapatkan sertifikasi halal. #infojakartapolling,[],9,3,3,['infojakartapolling'],[],https://twitter.com/infojakarta/status/1312597076631379968,"['@nilamadw', '@abokenward2', '@cipittipistipis', '', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@Dolly95188742', '@Fulan98524591', '', '', '', '', '', '', '@kompascom', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@astrannisaa', '@Arie_16', '@krishnayana95', '@megane_brai', '@sabirsultan69', '@Roy78356844', '@rakaadtya21', '@A_Neko248']"
