tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,link,list_likes,list_retweets,list_replies
"Buka-bukaan yuk , selama pandemi gaji kamu kena potong berapa persen? #celotehjakarta",[],73,8,27,['celotehjakarta'],[],https://twitter.com/infojakarta/status/1310478189186019328,"['@DedeErik13', '@ayasha10', '@tulusriyadi13', '@ArisMustamin2', '@_marhaba_', '@Irwansy73247748', '@nurmala74225517', '@Jakabajul4', '@taufiq0905', '@teamhura2', '@jossumarto', '@adam_mae', '@daripadapacarmu', '@Mferdiko3', '@Sahrulrul_', '@eggaharisubagya', '@NNamesz', '@GreyMatatabi', '@Lapok_Boedjang', '@AkuNINZA', '@marselinarosali', '@ziz_hnx', '@muhtarramadan']","['@jpic6917', '@jossumarto', '@ernaereeennn', '@infojakarta', '@brmmaduseno', '@NNamesz', '@GessyHGanie', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@sbyfess', '@karirfess', '@tubirfess', '@tubirfess', '@sstsetya', '@sstsetya', '', '', '', '']","['@Anonyzt', '@YunindaYeni', '@manof_nowhere', '@saktiwahyu3', '@seleptwitt', '@pesendong', '@jamal_rahmad', '@Gaizz13', '@rrdewok', '@zulkifli236', '@Arie_16', '@ali_harnoko', '@HermawanWidagdo', '@yolaniez', '@ziz_hnx', '@Setoy_marley', '@lagidicari', '@samidseven', '@Diwe_diwe', '@fznamr', '@tissyumagic', '@cindeu', '@tokosans1', '@eman_alaska', '@trans_dadi', '@LuckyAriyanti06', '@sri06239248', '@alvanpost', '@WithOneWithYou', '@Kanipra', '@bungvictor', '@rzkyynt_', '@lindaseptino', '@greenZie', '@sabirsultan69', '@luky_chan', '@piterjanson16', '@babyoil008', '@simozamoza']"
"Antar Pemprov dan dengan Pemerintah pusat, harus memiliki program yg sejalan.  Jangan sampai bertabrakan, apalagi Saling Menyalahkan.  Ini pandemi, bukan Among Us. #celotehjakarta  #AmongUsindonesia  https://t.co/5hdllU4AdM",[],3,28,25,"['celotehjakarta', 'amongusindonesia']",[],https://twitter.com/infojakarta/status/1309008395882594306,"['@Risqi__da', '@noisee88', '@iankomarudin', '@adityawijaya', '@RizqiBagus9', '@DikaDoki', '@adhityahakim', '@nanaspasar', '@aulia_yonantha', '@MegaendahS', '@pukupukupowpoww', '@Anonymous_dark9', '@SlightlyMishap', '@theresia_uci09', '@shejustired', '@anaksusu', '@manusya_byasa', '@sonsofartemis', '@putradaskian', '@_bottletea']","['@ftpamilu', '@rezaazhaa', '@DikaDoki', '@bocud', '@Yailahmo', '@aldinjuniarty', '@Dika_Putr', '@catwoman1928', '@dr_disruptor', '@kubaay', '@deviefitria90', '@hartatahtaJAE', '@SlightlyMishap', '@upie_hafiz', '@FSchwarzeneger', '@lambe_trah', '@aufamukaffi', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@sbyfess', '@tubirfess', '@tubirfess', '@sstsetya', '', '', '', '', '']","['@infojakarta', '@RED_LINE_209', '@fanguin']"
Hal positif apa yang kamu dapatkan dari pandemi ini?,[],108,3,24,[],[],https://twitter.com/infojakarta/status/1308648678601625601,"['@cindyharvardyan', '@Yeyen24087646', '@nabilahahaa', '@THestty', '@parasiteevvee', '@edwardfauzann25', '@achmadarif__', '@lidiaaaaaaaaaa4', '@Archipe94921731', '@riyankopite', '@deliaclarissaa', '@caseylutfhi', '@mohhasan_bisri', '@alexkuple', '@yosiaadyasta', '@nengSh1Nt4', '@noelrusmana99', '@widaijan']","['@derrykhadimadja', '', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@sbyfess', '@tubirfess', '@tubirfess', '@sstsetya', '', '', '', '', '']","['@Azkamaulana2014', '@Huseinfikriansh', '@dee_pypy', '@Tomsut2', '@Kittokatsuuuuu', '@mohammedputra', '@heyyfen', '@IreneJulianty', '@mardi_robot', '@losylviaa', '@amukanwarga', '@jibotwo', '@callmeraja', '@estehtehmanis', '@marselinarosali', '@riev13', '@amangkurat', '@fadjarzcrackerz', '@noelrusmana99', '@bababuwu', '@taupikatchu', '@nengSh1Nt4', '@ndiiandevoe', '@sabirsultan69', '@alber_fabrianto', '@ipamnx', '@augustbudyanto', '@andriowiliam', '@Nandang32613279', '@andikadikk', '@trohficho', '@Anome22993456', '@alexkuple', '@JuniorNasution', '@MALDININICO13', '@megane_brai', '@lupaudahmakan']"
"NEWS  Mulai senin depan, Malaysia menutup akses masuk untuk Warga Negara Indonesia, India, dan filipina sebagai bagian dari pengendalian pandemi.    https://t.co/7PKf4zu1u3",[],2,10,14,[],[],https://twitter.com/infojakarta/status/1300867210974359553,"['@ramospriambodo', '@Vavoyy98', '@feekau', '@putriwahyuha', '@MarianiSekedang', '@Adin15570828', '@reddishpeach', '@endibiaro', '@fahrizaim3', '@mhmmdahsan1', '@dwrhnrs']","['@aruvisan', '@coffeecaramello', '@scheera__', '@SusiDudayev', '@caramelsKYU', '@stefanu17', '', '', '', '', '', '', '', '', '', '', '@karirfess', '@karirfess', '@tubirfess', '@tubirfess', '@sstsetya', '', '', '', '', '']","['@infojakarta', '@gadamasalah', '@reddishpeach']"
"Di saat pandemi begini, lomba 17-an apa yang kira-kira aman? #75thnIndonesia",[],36,0,20,['75thnindonesia'],[],https://twitter.com/infojakarta/status/1291569033439875072,"['@Yuna53872442', '@mufid_panji', '@Susilarisha', '@AbdulHa15402080', '@RaffiIkha', '@UbaidAbdullah17', '@6sahja', '@fzn20867385', '@WitaBahri', '@Adesule3', '@nhananadfiss', '@lontesaurus', '@oeneng_ting', '@felza_syareza', '@ryanandhkaa', '@agustiqauzar13', '@IkbalGumelar']",[],"['@alexkuple', '@seokaim', '@aviseuu', '@VerVeroniica', '@Ham_happ', '@rosagani1', '@agustiqauzar13', '@SittaSodiq', '@sugarcI0uds', '@CaptTsubasa10', '@andrijamil', '@riev13', '@winson_stu', '@muhamadfay', '@GitarSandi', '@yosevaelsa', '@xfanotx', '@oktrivdany', '@me_damedame', '@pejabatkakilima', '@rahmaiese_', '@Arie_16', '@rirong_riri', '@HerlambaRandy', '@nemafaa', '@han_tuuuu', '@1nstantkarm4', '@OPutraaa', '@whoods_am', '@rwargi1']"
38.822 narapidana dibebaskan karena pandemi Covid-19.  Pendapat Jakartans?  https://t.co/h626jt0hMQ,[],57,6,21,[],[],https://twitter.com/infojakarta/status/1252623301295263744,"['@humorgadget', '@Trilusiana7', '@UbaidAbdullah17', '@rmuhamadguntur1', '@xaquilaaaa', '@rafibecek_', '@Tatsuya_08_09', '@nalobong20', '@idaafarh', '@AndiYuwanto', '@jamupathok', '@RonaldSiagian9', '@The_Darth_Maul_', '@mal_malla02', '@kmjodohku']","['@cuamomile', '@rmuhamadguntur1', '@tyaa61', '@polos_kucing', '', '', '', '', '', '', '', '', '@karirfess', '@karirfess', '@karirfess', '@sbyfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@adhmwn', '@Cmeilanny', '@cukuprudiaja', '@roicoayam', '@staffacara', '@RamaYusufFigo4', '@SsSendri', '@Herryz41368194', '@nazilyfurqon', '@iqbaldafff', '@aangjuanda5', '@aldairmuda', '@fvckureboyz', '@anakorang_aring', '@13x______', '@716_vian', '@apergian', '@sungsangholic', '@ameylinamey_', '@zanuardh', '@agusdly85', '@RifkyVettel', '@mame28134606', '@dhanuscoot', '@rani_asriyani', '@Ditya_mamo88', '@AlfonsoSianipar', '@anggunadiFN', '@MulyadiGilangG4', '@icariz']"
"Sebanyak 139.288 pekerja di PHK dan dirumahkan akibat pandemi  Covid-19.   Para pekerja itu berasal dari 15.472 perusahaan. Rinciannya, 25.956 pekerja dari 2.881 perusahaan terkena PHK dan 113.332 pekerja  dari 12.591 perusahaan dirumahkan sementara.  https://t.co/SWPRmCZMIn",[],6,36,39,[],[],https://twitter.com/infojakarta/status/1246701366753374210,"['@Zinzo76368241', '@Lidia95192767', '@intanabill', '@NandaTeguh14', '@topleskongguan', '@haryatiwid', '@lasihnovita', '@yunhariadi', '@agussword4', '@muhnurtegar', '@aslamisme_', '@Joker47As', '@adipnl14', '@Samsulhadi_N', '@Krmnsh16', '@VLong59582105', '@ribon12345678', '@kristoparinters', '@SerraRara1', '@Reethasurie', '@ahmad_tamam10', '@Ismarwati18', '@ssamuderass', '@hayypee_']","['@a12un', '@Andez_Olon', '@adiiethh', '@irfanchein', '@zahrinaa', '@cieeeekepooo', '@kyznap', '@Apriijal', '@sptyrn95', '@sparklingmuts', '@ndy_7780', '@aslamisme_', '@liranti', '@infojakarta', '@chikaregitap', '@bageatha_tha', '@boenkkc', '@agathandini', '@VLong59582105', '@milapeewie', '@larastianisa', '@liatasliya', '@donimaulana1307', '', '', '', '', '', '', '', '', '@karirfess', '@karirfess', '@karirfess', '@sbyfess', '@tubirfess', '@tubirfess', '', '', '', '', '']","['@infojakarta', '@dyas_akbar', '@jatsuma13', '@BagasBayu', '@ribon12345678', '@Paulabolobolo', '@Helmi_arsya']"
Bagaimana dampak pandemi corona ke usaha atau tempat kerja kamu? Share yuk. #CoronaIndonesia,[],10,0,8,['coronaindonesia'],[],https://twitter.com/infojakarta/status/1240298237673623552,"['@Yanto22180914', '@deaaja09265787', '@sri_yanyan', '@anisa74580801i', '@UbaidAbdullah17', '@AmirullohIman', '@Maimunasvia', '@mohrezaali']",[],"['@infojakarta', '@naninanura', '@youngkindaeyo', '@radiansyahadjh', '@rantaianjing', '@kanzay', '@dianatahart', '@anakbawangputi', '@Jelekzafran', '@Yosedepok', '@u07n04a98']"
Wagub DKI Jakarta Ahmad Riza Patria menyatakan tak menutup kemungkinan pihaknya akan kembali menarik rem darurat atau emergency break jika kasus corona terus meningkat. Perkembangan akan dilihat sampai 3 Januari 2021.   https://t.co/XUc4KYP4QR,[],12,6,19,[],[],https://twitter.com/infojakarta/status/1343194524403650560,"['@SofiaHagiya', '@IntanMo41542170', '@faqihmubarok', '@al_afif95', '@nerylaila', '@kentjang74', '@r_ibram', '@Kost_Sumaira', '@AnisNisyatul', '@AllRyanka', '@barleymintz', '@erikadfaa', '@DaniMaliq', '@lubis_munawir', '@Kokosendy4', '', '', '', '', '', '', '', '', '', '@menteriestetik', '@sbyfess', '', '', '', '', '']","['@ade_rosyida', '@chyntiamaharani', '@3AstanTo', '@DaniMaliq', '', '', '', '', '', '', '', '', '', '', '@worksfess', '@kompascom', '@karirfess', '@karirfess', '', '', '', '', '', '', '']","['@infojakarta', '@meuthiaariefia1', '@ramadhyanto', '@ratnarst', '@KangBaim12', '@fanguin']"
- Antivirus Covifor (remdesivir) untuk pasien COVID-19 akan diedarkan di Indonesia oleh PT Kalbe Farma Tbk. - Covifor dijual di Indonesia seharga Rp 3 juta. Berfungsi untuk menghambat replikasi virus Corona di dalam tubuh manusia.   https://t.co/StbPiObpZn,[],19,14,19,[],[],https://twitter.com/infojakarta/status/1311665776277942273,"['@SugiantoJahja', '@ikhacute21', '@ainunrizza', '@DHandarbeni', '@Arnespw', '@neyyf4', '@saputra_arry', '@kangmus_9', '@Chodinggirlrin', '@Tatsuya_08_09', '@iik_najib', '@NusaDirga', '@reyreyreyi', '', '', '', '', '', '', '', '', '', '@menteriestetik', '', '', '', '', '']","['@nnandarii', '@ikhacute21', '@ok1sianipar', '@DHandarbeni', '@jempolkajepit', '@sharonsireeta', '@lahhrijal', '@adiantanu', '@NorHafizhah', '@icanARM', '', '', '', '', '', '', '', '', '', '', '@worksfess', '@kompascom', '@karirfess', '@karirfess', '', '', '', '', '', '', '']","['@infojakarta', '@megane_brai', '@Riyo109', '@Septiaraenii', '@RachmaSakinah', '@iqbalfarisy', '@eru_joo_han', '@e_gabagus', '@PETERBOLOHO', '@pais_hileud', '@InsurgentArmy33', '@jenengkuroi', '@rakaadtya21', '@naana1704', '@Syaiful12258759']"
"Masih banyak warga +62 yang lebih percaya kalau hantu itu ada, daripada virus corona ada.",[],12,61,91,[],[],https://twitter.com/infojakarta/status/1308062959470477312,"['@HelvinaMayang', '@miydsk', '@Jemmykurniawan7', '@wandiliu4', '@krimcheesekeju', '@MiskiRaudhatull', '@su67769299', '@ikaaaaa_aa88', '@Indah83015452', '@Kunyuk86510181', '@khiaxxxx', '@rickokrnwn', '@neyyf4', '@_dzakwanfauzan', '@friendnivoraa', '@angger0926', '@username_error', '@sajidaratuw', '@Rifai80099970', '@edwardfauzann25', '@harryraya2', '@Ciikkzz', '@sandiitem', '@yunitafrisilla', '@purrfectkid', '', '', '', '', '', '', '', '', '', '@menteriestetik', '', '', '', '', '']","['@FRRESWARI', '@DaliaDamania', '@_Jiaaa12', '@randyadi31', '@pnddwntr', '@akaibipamare', '@RetnoFitrianii', '@damiandytto', '@Anthonysays_', '@LPSRB_', '@Desperatama', '@faujanisn', '@Khariestama', '@hazdjoeki', '@titiuuw', '@madyanti_putri', '@chiqui_a', '@Abdulaj12664283', '@HannaKartika', '@FSchwarzeneger', '@HrtThtaIntnPrmt', '@panggilkepuluu', '@itztoofunny', '', '', '', '', '', '', '', '', '', '', '', '@worksfess', '@kompascom', '@karirfess', '', '', '', '', '', '', '']","['@infojakarta', '@nanyadoank123', '@petabencana', '@nuniekrr', '@eskopidrip', '@sans__boy', '@KJantan2', '@Rifai80099970', '@david_X89', '@KlopPep', '@Tatsuya_08_09']"
CFD.  Corona free day. #newnormal  @aniesbaswedan,"[{'screen_name': 'aniesbaswedan', 'name': 'anies baswedan', 'id': '110312278'}]",9,18,20,['newnormal'],[],https://twitter.com/infojakarta/status/1274762548831641600,"['@cariaesendiri', '@akew42182960', '@ichsanrin', '@virzahafni93', '@miskumisku', '@Isnaini081199', '@bejoarief6', '@mynicknamesha', '@frhnabl_', '@MHeripamanshiva', '@zanmottamanih', '@KaumTidor', '@basicallybabble', '@UbaidAbdullah17', '@isallollee', '', '', '', '', '', '', '', '@sbyfess', '@worksfess', '@sbyfess', '@liboorans', '', '', '', '']","['@yuura4', '@tartaskm', '@aruvisan', '@krishnayana95', '@zanmottamanih', '@awayawa_', '@rayenisme', '@darwinthefishhh', '@Yailahmo', '@thealteroftar', '@bastionn', '@Aryuching12', '', '', '', '', '', '', '', '', '', '', '', '@worksfess', '@kompascom', '@karirfess', '', '', '', '', '', '', '']","['@infojakarta', '@kiwcor3', '@PHANIEakaPAAK', '@zanmottamanih', '@soens18', '@malikinnas', '@ndetitik', '@crisetia']"
"Tips belanja aman dari Corona, tanpa bikin masyarakat resah dan netizen marah.  https://t.co/TMqxJa2aBx",[],16,72,139,[],[],https://twitter.com/infojakarta/status/1244679586861871104,"['@suciilliinn', '@AmaliaRahman8', '@Selfrem28290344', '@andryabsb', '@hedithp', '@lvnvania', '@MarianiSekedang', '@cloudinfo3', '@duchessofr', '@nirvabula', '@iprefermarigold', '@VLong59582105', '@wilyun_hamim10', '@hhrdnt', '@ardliann', '@sugisugali', '@teh_manis', '@Red_Zyone', '@thaethaaa', '@anaksusu', '@donyafrizal', '@sape_ajee', '@ndesta', '@zlfkri17', '@spiontanduk', '', '', '', '', '', '', '', '@sbyfess', '@worksfess', '@sbyfess', '@liboorans', '', '', '', '']","['@ayutyassayekti', '@gindacom', '@deetaaaaa', '@cloudinfo3', '@VLong59582105', '@kikikuik', '@ririohs', '@megasekarr', '@aunisaz', '@MarisaAflah', '@Daffaprytn', '@teh_manis', '@yopuciw', '@miraarrp', '@n_afnisr6', '@fitriastika', '@monlntr', '@sfynilyas', '@iamokaywiththiz', '@Gerrydaniel', '@tiyaaw', '@pekerjasenin', '@ayudhea_', '@wulandryan', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@balqistEI24', '@escobaryn', '@SasaEdrian', '@crispyme91', '@Lily14102', '@PHANIEakaPAAK', '@heysimeee10', '@Ditya_mamo88', '@amruran', '@wulan_sr5', '@ghnrznnn', '@Daffaprytn']"
Di Jakarta yang rs dan dokter berlimpah saja kewalahan ngurus Corona. Bagaimana kalau wabahnya sampai di kampung kamu. #JanganMudikDulu,[],2,3,15,['janganmudikdulu'],[],https://twitter.com/infojakarta/status/1244659986157846530,"['@keudeukupi', '@reptilerrr', '@Susanti94635927', '@l3na_l3na', '@ImHanakbangsa', '@feierey', '@The_Darth_Maul_', '@Juniorternama', '@RhaenysTargryn', '@Ggone_tak', '@imwandering__', '@beth_albichar', '@lady1426', '', '', '', '', '', '', '', '@sbyfess', '@worksfess', '@sbyfess', '@liboorans', '', '', '', '']","['@titiktitikblank', '@DontcryindoKid', '@ayeshasilfaraa', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta']"
"Virus Corona ini berbahaya khususnya untuk orang tua kita yang ada di kampung halaman. Kalau tertular, bagaimana? Mau berobat kemana? #JanganMudikDulu",[],2,3,13,['janganmudikdulu'],[],https://twitter.com/infojakarta/status/1244659418869850114,"['@taufiikhd_', '@Putra90907091', '@renee_sheva', '@The_Darth_Maul_', '@mAzPurrr', '@Juniorternama', '@RhaenysTargryn', '@Ggone_tak', '@lady1426', '', '', '', '', '', '', '', '@sbyfess', '@worksfess', '@sbyfess', '@liboorans', '', '', '', '', '']","['@titiktitikblank', '@Rahmarestunings', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@infojakarta', '@sehatdinati']"
"Fasilitas test corona terbaru dari Korea selatan. Ruang kecil, mudah disterilkan, cukup 7 menit tiap test. Dalam satu hari bisa 70-80 test.  Ayo, bikin versi indonesia.  #CoronavirusPandemic  https://t.co/O8uULw55pW",[],1,78,126,['coronaviruspandemic'],[],https://twitter.com/infojakarta/status/1241788956326252545,"['@Bagasadiluhung_', '@Izzatjauharii', '@utaria911', '@virgoromeo46', '@LanniKooks', '@stephanie_milan', '@RistyaAnanda', '@HerlinaHotmauly', '@moooootia', '@kmjnn04', '@DahLia00599520', '@Hamdiees', '@namakuuri', '@KeyRa_Chan', '@pairoffish', '@ucioktiya01', '@UpnDown__', '@lemet_riyadi', '@Naufalseptian15', '@gembiraputra', '@Pr1nC3j03', '@ceuecans_', '@mkamalazizi', '@vintenas', '@khairuumah21', '', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@worksfess', '@sbyfess', '', '', '', '']","['@Rafaaaaaan', '@moooootia', '@muhr1dwan', '@DahLia00599520', '@Hamdiees', '@KeyRa_Chan', '@ZakariaPriyadi', '@zahidashl', '@gindacom', '@pandisamual', '@desidesmoo', '@leemarkten', '@_aydontcare', '@LitoWirdo', '@esy_joris', '@vickykoto', '@fifiantyza', '@VLong59582105', '@NASRULZ1', '@tris_romadona', '@Lionk_4s4c', '@GNotopriyanto', '@Gagasdwiputra', '@adamftrr', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '']","['@infojakarta', '@The_Darth_Maul_']"
"Ayo, saling bantu, gerak bersama tanggulangi corona.  https://t.co/9pH5GCpx5P",[],4,47,52,[],[],https://twitter.com/infojakarta/status/1241159532178329600,"['@bpmspanas', '@IkhsanAminulah', '@lilisuma5', '@hamzah1503', '@Hotwhells3', '@brondhys', '@Zhaldel1', '@riyankopite', '@Nvlr0', '@satyaharya', '@eshaurust', '@Prabowobyan', '@dn__hm', '@kikiiiarr', '@rama90s', '@b926672d66e0443', '@VLong59582105', '@rriizzkkiizz', '@letgonebebygone', '@goicad', '@FirmanJulianto', '@santohalim', '@SMahriza', '@BagasBayu', '@pppppsapani', '@saltbaebi', '', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@worksfess', '@sbyfess', '', '', '', '']","['@ropoo_', '@hamzah1503', '@ProletarisaL', '@littdrea', '@LyaVartan', '@Yan_tje', '@b926672d66e0443', '@elhajiii', '@VLong59582105', '@yul_nau', '@gheanio', '@DoyanNgetik', '@goicad', '@sarkaswati', '@tukangsambat000', '@KeykanaNeechan', '@santohalim', '@BagasBayu', '@fnvl_804_', '@ohkikii', '@hayyasevti', '@mfadhilakbarr', '@1rfani', '@GieGiyanta', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '@kompascom', '', '', '', '', '', '', '']","['@infojakarta', '@NurHasa52632749', '@willjonz', '@ursadboys']"
Bagaimana dampak pandemi corona ke usaha atau tempat kerja kamu? Share yuk. #CoronaIndonesia,[],10,0,8,['coronaindonesia'],[],https://twitter.com/infojakarta/status/1240298237673623552,"['@Yanto22180914', '@deaaja09265787', '@sri_yanyan', '@anisa74580801i', '@UbaidAbdullah17', '@AmirullohIman', '@Maimunasvia', '@mohrezaali', '', '', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@worksfess', '', '', '', '', '']",[],"['@infojakarta', '@naninanura', '@youngkindaeyo', '@radiansyahadjh', '@rantaianjing', '@kanzay', '@dianatahart', '@anakbawangputi', '@Jelekzafran', '@Yosedepok', '@u07n04a98']"
Virus Corona tidak akan pilih pendukung siapa yang akan dia serang.,[],6,36,36,[],[],https://twitter.com/infojakarta/status/1239748592467759104,"['@herysg012', '@rmipangloli', '@aku_kristian', '@deaaja09265787', '@rayhanprdn', '@muchay_only', '@putriucil', '@_babehnino', '@aryoajinugroho', '@haryopramono23', '@AfaabHamdi', '@lulahbay', '@astungkoronggo', '@fahrizakmal', '@katonmahaoke', '@lessmighty', '@Asjtn', '@rabkalinad', '@Muhamma71681215', '@DevanBelakang_', '@dita_we', '@radit_yo', '@HendriWijaya_', '@Neng_Ria1898', '', '', '', '', '', '', '', '', '@kompascom', '@sbyfess', '@worksfess', '', '', '', '', '']","['@nRobi_', '@kitnaceda', '@olindiana', '@aryoajinugroho', '@Hilmyardhi', '@Aryokrst_', '@andikashptra', '@agilmugi', '@arifrahmanms', '@wisnuagus', '@oktaviuswilliam', '@jerkrose_', '@andika_p', '@IniMagelangKu', '@Bencok_Emak', '@vishnuMuharam', '@sofiaismaniar', '@abrafli_', '@panggilkepuluu', '@elano55', '@HendriWijaya_', '@Ajiunk', '@beliaastoria', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '', '', '', '', '', '', '']","['@infojakarta', '@yudh1t', '@rabkalinad', '@Bencok_Emak', '@BimaFatkhurrif1']"
Seputar corona.  Yuk dibaca thread nya.,[],0,15,24,[],[],https://twitter.com/infojakarta/status/1233467441151381504,"['@deaaja09265787', '@Zahra1607', '@JoniKurnia4', '@NugrohoSuryo10', '@betokawgvrl', '@suzestful', '@RizaZaini', '@nugrohoWP', '@Novisams', '@PEACHYLOOVA', '@pejalanirit', '@boysimangunsong', '@OkyNisti', '@ibubebe', '@keyaktsr', '@anggereds', '', '', '', '', '', '', '', '', '@kompascom', '@sbyfess', '', '', '', '', '']","['@DonyPrasetyo24', '@taufiqrohim7', '@lizayulianii', '@Pasikhatul_fitr', '@ninapradita', '@upoxy', '@slowdancing__', '@pejalanirit', '@DeanJanitra', '@ericungkring', '', '', '', '', '', '', '', '', '', '', '@coklattruffle', '@NBA', '@codingfess', '@worksfess', '', '', '', '', '', '', '']","['@infojakarta', '@DORKyungsoo4']"
